date,year,month_code,month,lop,teus,boxes,bch,bsh,kategori_layanan
2025-08-24,2025,8,August,KAL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-08-25,2025,8,August,KSL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-08-26,2025,8,August,ACL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-08-27,2025,8,August,ESL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-09-01,2025,9,September,CMA,192255.0,192255.0,22.0,48.0,INTERNATIONAL
2025-09-01,2025,9,September,SSL,182147.0,182147.0,24.0,57.0,INTERNATIONAL
2025-09-01,2025,9,September,MSK,168954.0,168954.0,25.0,57.0,INTERNATIONAL
2025-09-01,2025,9,September,EMC,132377.0,132377.0,24.0,43.0,INTERNATIONAL
2025-09-01,2025,9,September,MSC,105144.0,105144.0,23.0,47.0,INTERNATIONAL
2025-09-01,2025,9,September,COS,81077.0,81077.0,26.0,65.0,INTERNATIONAL
2025-09-01,2025,9,September,WHL,45695.0,45695.0,20.0,40.0,INTERNATIONAL
2025-09-01,2025,9,September,OOL,43695.0,43695.0,22.0,49.0,INTERNATIONAL
2025-09-01,2025,9,September,SIT,36517.0,36517.0,20.0,37.0,INTERNATIONAL
2025-09-01,2025,9,September,ONE,23077.0,23077.0,22.0,42.0,INTERNATIONAL
2025-09-01,2025,9,September,KMT,17166.0,17166.0,20.0,34.0,INTERNATIONAL
2025-09-01,2025,9,September,GSL,15252.0,15252.0,21.0,47.0,INTERNATIONAL
2025-09-01,2025,9,September,NSS,12977.0,12977.0,20.0,45.0,INTERNATIONAL
2025-09-01,2025,9,September,TSL,10763.0,10763.0,21.0,39.0,INTERNATIONAL
2025-09-01,2025,9,September,YML,11521.0,11521.0,20.0,43.0,INTERNATIONAL
2025-09-01,2025,9,September,RCL,7278.0,7278.0,20.0,37.0,INTERNATIONAL
2025-09-01,2025,9,September,ANL,8383.0,8383.0,23.0,17.0,INTERNATIONAL
2025-09-01,2025,9,September,PIL,10744.0,10744.0,25.0,54.0,INTERNATIONAL
2025-09-01,2025,9,September,BEN,3152.0,3152.0,22.0,18.0,INTERNATIONAL
2025-09-01,2025,9,September,LMA,2637.0,2637.0,19.0,18.0,INTERNATIONAL
2025-09-01,2025,9,September,HMM,3204.0,3204.0,30.0,57.0,INTERNATIONAL
2025-09-01,2025,9,September,XCL,3804.0,3804.0,18.0,42.0,INTERNATIONAL
2025-09-01,2025,9,September,HPL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-09-01,2025,9,September,KAL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-09-01,2025,9,September,KSL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-09-01,2025,9,September,ACL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-09-01,2025,9,September,ESL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-10-01,2025,10,October,CMA,213136.0,213136.0,22.0,48.0,INTERNATIONAL
2025-10-02,2025,10,October,SSL,207722.0,207722.0,23.0,56.0,INTERNATIONAL
2025-10-03,2025,10,October,MSK,188745.0,188745.0,25.0,56.0,INTERNATIONAL
2025-10-04,2025,10,October,EMC,149251.0,149251.0,24.0,43.0,INTERNATIONAL
2025-10-05,2025,10,October,MSC,123753.0,123753.0,22.0,47.0,INTERNATIONAL
2025-10-06,2025,10,October,COS,83368.0,83368.0,26.0,62.0,INTERNATIONAL
2025-10-07,2025,10,October,WHL,51236.0,51236.0,22.0,49.0,INTERNATIONAL
2025-10-08,2025,10,October,OOL,46832.0,46832.0,20.0,41.0,INTERNATIONAL
2025-10-09,2025,10,October,SIT,40194.0,40194.0,20.0,37.0,INTERNATIONAL
2025-10-10,2025,10,October,ONE,27051.0,27051.0,21.0,42.0,INTERNATIONAL
2025-10-11,2025,10,October,KMT,18518.0,18518.0,20.0,34.0,INTERNATIONAL
2025-10-12,2025,10,October,GSL,16569.0,16569.0,21.0,47.0,INTERNATIONAL
2025-10-13,2025,10,October,NSS,16327.0,16327.0,25.0,55.0,INTERNATIONAL
2025-10-14,2025,10,October,TSL,14435.0,14435.0,20.0,45.0,INTERNATIONAL
2025-10-15,2025,10,October,YML,12733.0,12733.0,21.0,43.0,INTERNATIONAL
2025-10-16,2025,10,October,RCL,45789.0,45789.0,22.0,40.0,INTERNATIONAL
2025-10-17,2025,10,October,ANL,9447.0,9447.0,23.0,18.0,INTERNATIONAL
2025-10-18,2025,10,October,PIL,8553.0,8553.0,21.0,40.0,INTERNATIONAL
2025-10-19,2025,10,October,BEN,5540.0,5540.0,19.0,44.0,INTERNATIONAL
2025-10-20,2025,10,October,LMA,5198.0,5198.0,31.0,61.0,INTERNATIONAL
2025-10-21,2025,10,October,HMM,3342.0,3342.0,22.0,19.0,INTERNATIONAL
2025-10-22,2025,10,October,XCL,2922.0,2922.0,19.0,18.0,INTERNATIONAL
2025-10-23,2025,10,October,HPL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-10-24,2025,10,October,KAL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-10-25,2025,10,October,KSL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-10-26,2025,10,October,ACL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-10-27,2025,10,October,ESL,0.0,0.0,0.0,0.0,INTERNATIONAL
2025-11-01,2025,11,November,CMA,233870.0,233870.0,22.0,48.0,INTERNATIONAL
2025-11-02,2025,11,November,SSL,230837.0,230837.0,23.0,56.0,INTERNATIONAL
2025-11-03,2025,11,November,MSK,208026.0,208026.0,25.0,56.0,INTERNATIONAL
2025-11-04,2025,11,November,EMC,164215.0,164215.0,23.0,43.0,INTERNATIONAL
2025-11-05,2025,11,November,MSC,137387.0,137387.0,22.0,47.0,INTERNATIONAL
2025-11-06,2025,11,November,COS,85434.0,85434.0,27.0,63.0,INTERNATIONAL
2025-11-07,2025,11,November,WHL,58563.0,58563.0,22.0,49.0,INTERNATIONAL
2025-11-08,2025,11,November,OOL,48404.0,48404.0,20.0,41.0,INTERNATIONAL
2025-11-09,2025,11,November,SIT,44712.0,44712.0,20.0,37.0,INTERNATIONAL
2025-11-10,2025,11,November,ONE,29601.0,29601.0,21.0,41.0,INTERNATIONAL
2025-11-11,2025,11,November,KMT,19225.0,19225.0,19.0,33.0,INTERNATIONAL
2025-11-12,2025,11,November,GSL,17981.0,17981.0,21.0,46.0,INTERNATIONAL
2025-11-13,2025,11,November,NSS,20144.0,20144.0,25.0,54.0,INTERNATIONAL
2025-11-14,2025,11,November,TSL,15653.0,15653.0,20.0,44.0,INTERNATIONAL
2025-11-15,2025,11,November,YML,13925.0,13925.0,21.0,43.0,INTERNATIONAL
2025-11-16,2025,11,November,RCL,14073.0,14073.0,23.0,43.0,INTERNATIONAL
2025-11-17,2025,11,November,ANL,11570.0,11570.0,23.0,18.0,INTERNATIONAL
2025-11-18,2025,11,November,PIL,9893.0,9893.0,21.0,40.0,INTERNATIONAL
2025-11-19,2025,11,November,BEN,5540.0,5540.0,19.0,44.0,INTERNATIONAL
2025-11-20,2025,11,November,LMA,7582.0,7582.0,30.0,60.0,INTERNATIONAL
2025-11-21,2025,11,November,HMM,3801.0,3801.0,21.0,19.0,INTERNATIONAL
2025-11-22,2025,11,November,XCL,3104.0,3104.0,19.0,18.0,INTERNATIONAL
